Diarienummer;Sökbegrepp;Fastighet;Fnr
M-2000-707;VISBY KANONEN, KASERNEN, DEL AV INNERSTADEN 1:2;;
M-2000-810;VISBY KANTKREMLAN 7 & 8;;
M-1996-2340;VISBY KANTKREMLAN 7-8;;
M-1997-648;VISBY KATARINA S:A;;
M-1996-3021;VISBY KATRINELUND;;
M-1999-2720;VISBY KATRINELUND;;
M-2000-2777;VISBY KATRINELUND;;
M-1997-1954;VISBY KEBABBAREN;;
M-1996-681;VISBY KLUBBSVAMPEN;;
M-1997-2781;VISBY KLUBBSVAMPEN;;
M-1999-1101;VISBY KNEIPPBYN;;
M-1998-1653;VISBY KNUTS 5:1 (DEL AV);;
M-2000-2817;VISBY KOGGEN RESTAURANG OCH BAR;;
M-1998-2652;VISBY KOMETEN;;
MHN-2018-4107;Visby Kometen 10;;
M-1996-1032;VISBY KOMPASSEN;;
M-1997-2312;VISBY KONSUM DOMUS;;
M-1996-2814;VISBY KOPPARSVIK;;
M-1999-1188;VISBY KOPPARSVIK;;
M-1995-1031;VISBY KORPEN;;
M-1995-1320;VISBY KORPEN;;
M-1999-861;VISBY KORPEN;;
M-1999-2712;VISBY KORPEN;;
M-2000-2584;VISBY KORS OCH TVÄRS;;
M-1996-1379;VISBY KROKSKA DUNGEN;;
M-2009-2791;VISBY KROKSKA DUNGEN;;
M-1999-2010;VISBY KRONOPARKEN;;
M-1998-2081;VISBY KRÄMAREN;;
M-1999-1855;VISBY KRÄMAREN;;
M-1997-2635;VISBY KSK;;
M-2000-2391;VISBY KUNGSLADUGÅRD;;
M-1999-820;VISBY KV FRYSEN 1 OCH 3;;
M-1998-996;VISBY KV LYRAN;;
M-1998-1979;VISBY KV STRÖMMINGEN;;
M-2000-243;VISBY KVARTERET S:A KATARINA 2;;
M-1997-999;VISBY KYRKOGATAN;;
M-1997-189;VISBY LADINGEN;;
M-1998-2624;VISBY LAMMFESTIVAL STORA TORGET;;
M-1996-336;VISBY LANGS VÄG;;
M-1993-401;VISBY LASARETT;;
M-1994-436;VISBY LASARETT;;
M-1995-739;VISBY LASARETT;;
M-1997-2779;VISBY LASARETT;;
M-1998-567;VISBY LASARETTET;;
M-1996-899;VISBY LIEN;;
M-1997-456;VISBY LIEN;;
M-1997-590;VISBY LIEN;;
M-1998-3311;VISBY LIEN;;
M-1997-2592;VISBY LIEN KV. TRÄDGÅRDSGATAN 165;;
M-1998-867;VISBY LILJAN;;
M-1997-2135;VISBY LILLA BADHUSET SNÄCK;;
M-1998-3227;VISBY LILLA ELEFANTEN;;
M-1999-734;VISBY LILLA ELEFANTEN;;
M-1998-1705;VISBY LILLA HAVSFRUN;;
M-1998-1325;VISBY LINDGÅRDEN;;
M-1997-1998;VISBY LOS PANCHOS;;
M-1997-2236;VISBY LOS PANCHOS;;
M-1997-2678;VISBY LRF;;
M-1995-2070;VISBY LUMMELUNDSBRUK;;
M-1998-2021;VISBY LUMMELUNDSVÄG;;
M-1999-2351;VISBY LUMMELUNDSVÄG;;
M-1998-143;VISBY LUNDBYGATAN;;
M-1998-617;VISBY LYCKÅKERSKOLAN;;
M-1995-2661;VISBY LYEGATAN;;
M-1996-528;VISBY LYEGATAN;;
M-1996-674;VISBY LYEGATAN;;
M-1997-1320;VISBY LYEGATAN;;
M-2000-3131;VISBY LYEGATAN;;
M-1999-2707;VISBY LYRAN;;
M-1996-938;VISBY LÄNNAVÄGEN;;
M-1998-2532;VISBY LÄNSTEATERN;;
M-1999-936;VISBY LÄNSTEATERN;;
M-1994-2589;VISBY LÄRBRO KLINTEHAMN;;
M-2008-463;VISBY LÄRKTRÄDET;;
M-2010-913;VISBY LÖJTNANTEN;;
M-1998-1665;VISBY M/C CLIPTON;;
M-1997-1159;VISBY M/S CLIPTON;;
M-1997-1630;VISBY M/S CLIPTON RÄKBÅTEN;;
M-1999-495;VISBY M/S HSC GOTLAND;;
M-1998-92;VISBY M/S THJELVAR;;
M-1999-496;VISBY M/S THJELVAR;;
M-1998-93;VISBY M/S VISBY;;
M-1999-497;VISBY M/S VISBY;;
M-1997-2982;VISBY M/S VISBY M/S TJELVAR M/S PATRICIA;;
M-2006-4030;VISBY MAKRILLEN;;
M-1998-1973;VISBY MAX HAMBURGERI;;
M-1998-883;VISBY MAXIMILLIAN;;
M-2000-3249;VISBY MEDELTIDA GÄSTABUD;;
M-1998-2056;VISBY MEDELTIDA GÄSTABUD STORA TORGET;;
M-1999-1921;VISBY MEDELTIDSKROGEN CLEMATIS;;
M-2000-2206;VISBY MEDELTIDSKROGEN CLEMATIS;;
M-1999-1878;VISBY MEDELTIDSVECKAN;;
M-2000-3024;VISBY MEDELTIDSVECKAN;;
M-2000-3092;VISBY MEDELTIDSVECKAN;;
M-2000-3103;VISBY MEDELTIDSVECKAN;;
M-2000-3104;VISBY MEDELTIDSVECKAN;;
M-2000-3108;VISBY MEDELTIDSVECKAN;;
M-2000-3127;VISBY MEDELTIDSVECKAN;;
M-2000-3154;VISBY MEDELTIDSVECKAN;;
M-2000-3163;VISBY MEDELTIDSVECKAN;;
M-2000-3026;VISBY MEDELTIDSVECKAN 2000;;
M-2008-3945;VISBY MEDELTIDSVECKAN 2008;;
M-2009-3153;VISBY MEDELTIDSVECKAN 2008;;
M-1998-2003;VISBY MEDELTIDSVECKAN VÄRDSHUSTÄLT;;
M-1995-2702;VISBY MEJERIGATAN;;
M-1996-2139;VISBY MELONEN;;
M-1999-2611;VISBY MELONENBADET;;
M-1997-2661;VISBY MHK;;
M-1997-2640;VISBY MHN;;
M-1997-2818;VISBY MHN;;
M-1997-3162;VISBY MHN;;
M-1996-93;VISBY MILJÖSTATION OK;;
M-1990-1886;VISBY MISSIONSFÖRSAMLING;;
M-1998-1517;VISBY MP RESTAURANG OCH PIZZERIA;;
M-1999-1568;VISBY MTL AB;;
M-2000-798;VISBY MULLVADEN;;
M-1999-1675;VISBY MULLVADEN & D A ARTILLERIET 1:38;;
M-1999-2832;VISBY MULLVADEN 44 HUS 55;;
M-1996-134;VISBY MUNKEN;;
M-1995-2609;VISBY MUNKKÄLLAREN;;
M-1997-483;VISBY MUNKKÄLLAREN;;
M-1997-2956;VISBY MUNKKÄLLAREN;;
M-1998-1305;VISBY MUNKKÄLLAREN;;
M-1999-34;VISBY MUNKKÄLLAREN;;
M-1999-1818;VISBY MUNKKÄLLAREN;;
M-1999-1923;VISBY MUNKKÄLLAREN;;
M-1999-2346;VISBY MUNKKÄLLAREN;;
M-1998-753;VISBY MUNKKÄLLAREN I VISBY AB;;
M-1998-2771;VISBY MUNKKÄLLAREN ÖLTÄLT ÖSTERCENTRUM;;
M-1998-1609;VISBY MUNSKÄNKEN 1 (GUTEKÄLLAREN);;
M-1996-1498;VISBY MURAMARIS;;
M-1996-1637;VISBY MURAMARIS;;
M-1997-216;VISBY MURAMARIS 1:2/BN 961060;;
M-1995-1150;VISBY N:A KYRKOGATAN 8;;
M-1996-1718;VISBY NICOLAI;;
M-1998-2506;VISBY NINOS RESTAURANG/MARCO POLO;;
M-1995-1223;VISBY NORDERSTRAND;;
M-1997-2166;VISBY NORDERSTRAND;;
M-1999-1534;VISBY NORDERSTRAND;;
M-2000-2130;VISBY NORDERSTRAND;;
M-2000-2131;VISBY NORDERSTRAND;;
M-2007-2913;VISBY NORDERSTRAND;;
MHN-2018-4331;VISBY NORDERSTRAND 1:22;;
M-1995-1447;VISBY NORRA KYRKOGATAN;;
M-1999-627;VISBY NORRA KYRKOGÅRD;;
M-1996-8;VISBY NORRA KYRKOGÅRDEN;;
M-1995-2058;VISBY NORRBACKASKOLAN;;
M-1996-2104;VISBY NUNNAN;;
M-1999-2787;VISBY NUNNAN RESTAURANG & CAFÉ;;
M-1989-2050;VISBY OCH ÖVRIGA TÄTORTER;;
M-1996-1920;VISBY ORIENT;;
M-1997-1991;VISBY ORIENT;;
M-1996-2662;VISBY PACKHUSKÄLLAREN;;
M-2000-1995;VISBY PACKHUSKÄLLAREN;;
M-2000-3059;VISBY PACKHUSRUINEN;;
M-1995-1395;VISBY PAVILJONGSPLAN;;
M-1997-1751;VISBY PAVILJONGSPLAN;;
M-1996-908;VISBY PERSGRÄND;;
M-2000-875;VISBY PINJEN 1 (RÖTGASK);;
M-1998-948;VISBY PINJEN 1 FÖRRÅDET 3 PANNCENTRAL 1;;
M-1996-610;VISBY PIPDÅNEN;;
M-2000-3006;VISBY PIPDÅNEN;;
M-1999-1677;VISBY PIPDÅNEN 5, 6, 7;;
M-1999-2028;VISBY PIPDÅNEN 5, 6, 7 & 8;;
M-2000-222;VISBY PIPDÅNEN 5-8;;
M-2000-3066;VISBY PIZZA QUICK;;
M-1998-1994;VISBY PIZZERIA BYSSAN AB;;
M-2000-2215;VISBY PJÄSEN (A7-OMRÅDET);;
M-1994-106;VISBY POOL-SERVICE;;
M-1998-401;VISBY PORTIKHUSET;;
M-2000-602;VISBY POSTEN ÖSTER;;
M-1997-2814;VISBY PRIX;;
M-1997-2831;VISBY PRIX;;
M-1998-1597;VISBY RAPPHÖNAN;;
M-1996-145;VISBY REGNBÅGEN 14-13;;
M-1990-2282;VISBY RENINGSVERK;;
M-1998-2896;VISBY RENINGSVERK;;
M-1999-288;VISBY RENINGSVERK;;
M-1998-936;VISBY RENINGSVERK RÖTGASKAMMAREN;;
M-2000-3243;VISBY REST ACACIA;;
M-2000-3090;VISBY REST GRACELAND;;
M-2000-3250;VISBY REST RINDI;;
M-1997-840;VISBY REST RÖVAR LILJA;;
M-2000-2990;VISBY RESTAURANG ACACIA;;
M-1997-2031;VISBY RESTAURANG AMBASADÖR;;
M-1997-1045;VISBY RESTAURANG COCKTAIL;;
M-1997-2408;VISBY RESTAURANG EFFES;;
M-2000-1826;VISBY RESTAURANG FAVENTIA;;
M-1995-2202;VISBY RESTAURANG HOTELL AFFÄR FÖRFRÅGAN;;
M-2000-3070;VISBY RESTAURANG MARCO POLO;;
M-1997-1562;VISBY RESTAURANG RONNY'S PUB & BAR HB;;
M-1998-1172;VISBY RESTAURANG SKEPPET;;
M-1998-889;VISBY RESTAURANG STORSJÖN AB;;
M-2000-2668;VISBY RESTAURANG SVARTE RUDOLF;;
M-1998-788;VISBY RESTAURANG VARTANS;;
M-1996-984;VISBY RIGGEN;;
M-1999-248;VISBY RINDI;;
M-1999-2564;VISBY RINDI;;
M-2000-3617;VISBY RONDELLEN 1 (RÄVHAGEN 1:2);;
M-1998-62;VISBY RONDELLEN SLITEVÄGEN;;
M-1998-2015;VISBY RONNYS BAR;;
M-1998-2349;VISBY ROSAS;;
M-1997-2409;VISBY ROSAS CAFÉ;;
M-1997-1993;VISBY ROSENGÅRDEN;;
M-1999-1920;VISBY ROSENGÅRDEN AB;;
M-1997-360;VISBY ROXY;;
M-1997-2896;VISBY ROXY;;
M-1999-413;VISBY ROXY;;
M-2000-1088;VISBY ROXY;;
M-1995-2128;VISBY RUTEGATAN;;
M-1997-1173;VISBY RUTEGATAN;;
M-1996-1690;VISBY RÅDHUSET 2 8;;
M-2000-3355;VISBY RÄTT PRIS;;
M-2000-2117;VISBY RÄVHAGEN;;
M-1999-1972;VISBY RÖDA KVARN;;
M-2000-3251;VISBY S:A KARINS RUIN;;
M-1996-887;VISBY S:T GÖRAN 1:1;;
M-2000-4360;VISBY S:T GÖRAN 1:1;;
M-2006-1811;VISBY S:T GÖRAN 1:1;;
MHN-2015-3061;VISBY S:T GÖRAN 1:1;;
MHN-2016-568;VISBY S:T GÖRAN 1:1;;
MHN-2017-5072;VISBY S:T GÖRAN 1:1;;
M-1999-737;VISBY S:T GÖRANSOMRÅDET;;
M-1998-865;VISBY S:T HANS CAFÉ;;
M-1999-126;VISBY S:T HANS CAFÉ;;
M-1996-2979;VISBY S:T HANSGATAN;;
M-1997-3110;VISBY S:T HANSGATAN;;
M-1996-1618;VISBY S:T NICOLAI;;
M-1997-1601;VISBY S:T NICOLAI CAFÉ/FRIMURARLOGEN;;
M-1998-2914;VISBY S:T NICOLAI CAFÉ/FRIMURARLOGEN;;
M-1998-2938;VISBY S:T NICOLAUS 15-17;;
M-1998-2088;VISBY S:TA VISBORG 1:10;;
M-1999-561;VISBY SAMHALL GUTE;;
M-1997-2609;VISBY SAMHALL GUTE AB;;
M-1997-1845;VISBY SANKT NICOLAI CAFÉ;;
M-2000-3346;VISBY SANKTA CATARINA RUIN;;
M-2000-3352;VISBY SANKTA KARINS RUIN;;
M-2000-3360;VISBY SANKTA KARINS RUIN;;
M-2000-3361;VISBY SANKTA KARINS RUIN;;
M-2000-3529;VISBY SANKTA KARINS RUIN;;
M-1998-2469;VISBY SCAN RESTAURANG;;
M-1998-1933;VISBY SCHENHOLMS;;
M-2000-1323;VISBY SEMPER FOODS AB;;
M-1996-1209;VISBY SENAPEN 25 27;;
M-1996-2217;VISBY SENAPEN 25 OCH 27;;
M-1998-879;VISBY SERVERINGSTÄLT I HAMNEN;;
M-1991-183;VISBY SERVICECENTER AB VISBY;;
M-1997-2883;VISBY SIBE_S KROG;;
M-1997-837;VISBY SIGNALEN;;
M-1999-2660;VISBY SKEPPET;;
M-1995-1077;VISBY SKEPPSBRON;;
M-1995-1233;VISBY SKEPPSBRON;;
M-1996-232;VISBY SKEPPSBRON;;
M-1997-145;VISBY SKEPPSBRON;;
M-1998-3253;VISBY SKOGSHOLM;;
M-2009-2798;VISBY SKOGSHOLM;;
M-1995-1239;VISBY SKRUBBS;;
M-1995-1309;VISBY SKRUBBS;;
M-1997-3037;VISBY SKRUBBS;;
M-1999-1576;VISBY SKRUBBS;;
M-2000-3595;VISBY SKRUBBS;;
M-1996-2331;VISBY SKRUVSTYCKET;;
M-1996-1994;VISBY SMEDJAN 6 ELLER 8;;
M-1996-2999;VISBY SNÄCK;;
M-1997-2047;VISBY SNÄCK;;
M-1999-1257;VISBY SNÄCK;;
M-1999-1816;VISBY SNÄCK;;
M-1999-1908;VISBY SNÄCK;;
M-1999-2263;VISBY SNÄCK;;
M-1999-2591;VISBY SNÄCK;;
M-1999-2709;VISBY SNÄCK;;
M-2000-2633;VISBY SNÄCK;;
M-2000-3099;VISBY SNÄCK;;
M-2000-2583;VISBY SNÄCKGÄRDSBADEN;;
M-1998-1636;VISBY SNÄCKGÄRDSBADEN 1,2,3 M.FL.;;
M-1997-3138;VISBY SNÄCKGÄRDSBADEN 1,2,3 MFL;;
M-2000-840;VISBY SOLBERGABADET;;
M-1995-1196;VISBY SOLBERGASKOLAN;;
M-1996-3032;VISBY SOLBERGASKOLAN;;
M-2000-1329;VISBY SOLDATHEMMET;;
M-1998-1815;VISBY SOLROSEN;;
M-1999-2509;VISBY SOLROSEN 1 HUS 02;;
M-1994-1704;VISBY SOPSTATION;;
M-1997-1141;VISBY SPEEDWAYBANAN;;
M-1998-940;VISBY SPILLOLJEDEPÅN;;
M-1997-1743;VISBY ST NICOLAI CAFE/FRIMURARLOGEN;;
M-1996-2025;VISBY STADSÄGA 1419;;
M-1998-3244;VISBY STEKHUSET;;
M-1998-3294;VISBY STEKHUSET;;
M-1998-1704;VISBY STEKHUSET BBQ;;
M-1996-372;VISBY STENKUMLAVÄG;;
M-1996-535;VISBY STENKUMLAVÄG;;
M-1996-381;VISBY STENKUMLAVÄG BRUNNSG;;
M-1998-2918;VISBY STENVALVET;;
M-1996-506;VISBY STG 1143;;
M-2000-2146;VISBY STG 1143;;
M-1996-709;VISBY STG 1144 D;;
M-2000-2595;VISBY STG 1144 D;;
M-1998-546;VISBY STG 1150 C;;
M-1996-2955;VISBY STG 1456;;
M-1996-1942;VISBY STG 1561;;
M-1998-570;VISBY STG 1561;;
M-2000-868;VISBY STG 1561;;
M-1996-1042;VISBY STG 1598-1599;;
M-2000-1796;VISBY STG 1602;;
M-1999-101;VISBY STG 1643;;
M-1997-709;VISBY STG 1648 A;;
M-1996-805;VISBY STG 1656;;
M-1996-2789;VISBY STG 531 OCH 532;;
M-2000-1061;VISBY STG 797A & VÄRMEKRAFTEN 1;;
M-1998-946;VISBY STG 797A OCH VÄRMEKRAFTEN 1;;
M-1997-2528;VISBY STJÄRNGATAN;;
M-1997-1793;VISBY STORA TORGET;;
M-1997-2547;VISBY STORA TORGET;;
M-1997-2909;VISBY STORA TORGET;;
M-1999-1882;VISBY STORA TORGET;;
M-1999-1918;VISBY STORA TORGET;;
M-2000-2773;VISBY STORA TORGET;;
M-1996-911;VISBY STORKEN;;
M-1998-1588;VISBY STORKEN DAGHEM;;
M-1997-1847;VISBY STRANDEN 1-4;;
M-2000-2069;VISBY STRANDEN 1-4;;
MHN-2018-3517;Visby Strandfestival informationsplikt;;
M-1995-1373;VISBY STRANDGATAN;;
M-1998-1674;VISBY STRANDGRILLEN;;
M-1998-1951;VISBY STRANDGÄRDET;;
M-2000-154;VISBY STRÖMMINGEN 1-2;;
M-1998-2443;VISBY STUDENTFÖRENINGEN RINDI;;
M-2000-401;VISBY SUNES ELEFANT;;
M-2000-1887;VISBY SVARTE RUDOLF RESTAURANG;;
M-1995-2295;VISBY SÄVESKOLAN;;
M-1997-407;VISBY SÄVESKOLAN;;
M-1999-1595;VISBY SÄVESKOLAN;;
M-1998-25;VISBY SÖDERCENTRUM;;
M-1997-1205;VISBY SÖDERHEMSGATAN;;
M-1996-2848;VISBY SÖDERTORG;;
M-1997-2977;VISBY SÖDERTORG;;
M-1999-2576;VISBY SÖDERTORG;;
M-1999-2577;VISBY SÖDERTORG;;
M-1999-2578;VISBY SÖDERTORG;;
M-1997-1827;VISBY SÖDERTORGSGRILLEN;;
M-2000-2200;VISBY SÖDRA HAMNEN;;
M-1999-718;VISBY SÖDRA VI;;
M-2000-466;VISBY TAGGSVAMPEN 1 och FJÄLLSKIVLINGEN 1;;
M-1995-2414;VISBY TAK MITTEMOT STENGÅRDS FÄRG;;
MHN-2014-5076;VISBY TALLEN 2 OCH 11;;
MHN-2014-5218;VISBY TALLEN 2 OCH 11;;
MHN-2016-5012;VISBY TALLEN 2 OCH 11;;
MHN-2017-5333;VISBY TALLEN 2 OCH 11;;
M-1997-2176;VISBY TAPTOT;;
M-2000-582;VISBY TAPTOT 1 (LOS PANCHOS);;
M-2000-1457;VISBY TELEFONEN 5 DEL AV HYVELN 6;;
M-1999-619;VISBY TELEFONEN 5 OCH HYVELN 6 DEL AV;;
M-1997-426;VISBY TERRA NOVA;;
M-1999-2375;VISBY TERRA NOVA BADET;;
M-1999-2609;VISBY TERRA NOVA BADET;;
M-1998-214;VISBY TERRA NOVA FABRIKEN;;
M-1998-3261;VISBY TH WATERSPORT;;
M-1989-2673;VISBY TIPPEN (I NÄRHETEN);;
M-2008-3953;VISBY TIVOLI;;
M-2000-2896;VISBY TOM´S GARAGE;;
M-2000-2973;VISBY TOMS GARAGE;;
M-2000-2974;VISBY TOMS GARAGE;;
M-1995-1359;VISBY TORGGRÄND;;
M-1999-310;VISBY TORGKASSEN;;
M-1999-1922;VISBY TORGKROGEN;;
M-1997-2398;VISBY TORNGRÄND;;
M-1996-1210;VISBY TRAFIKEN 21 22 INNERSTADEN 1:31;;
M-1998-3108;VISBY TRAFIKEN 21 DEL AV 22;;
M-1997-543;VISBY TRASTEN M FL;;
M-1997-1178;VISBY TROPIKHUSET;;
M-1997-154;VISBY TRÄDGÅRDSGATAN;;
M-1999-2371;VISBY TRÄDGÅRDSGATAN;;
M-2000-3667;VISBY TRÄDGÅRDSGATAN;;
M-1996-426;VISBY TÄRNAN;;
M-1998-137;VISBY TÄRNAN;;
M-2000-3205;VISBY ULF LUNDELL KONSERT;;
M-1999-1612;VISBY UTANFÖR MURARNA;;
M-1998-3093;VISBY WALLERS KROG;;
M-1998-2842;VISBY VARGEN;;
M-1999-2619;VISBY VARGEN;;
M-1998-56;VISBY VARTANS RESTAURANG;;
MHN-2018-3802;Visby Vattentorn;;
M-1998-2569;VISBY VERKSTADSSKOLAN 1 OCH 2;;
M-2000-512;VISBY VERO MODE;;
M-1997-2723;VISBY VIBBLE;;
M-1998-1697;VISBY VIBBLE;;
M-1996-2895;VISBY VID LANTMÄNNEN;;
M-1998-332;VISBY WILDAS RESTAURANG & BAR;;
M-1998-2457;VISBY VILLA GRANITEN 11-13;;
M-1999-113;VISBY VINÄGER KÖK;;
M-1999-171;VISBY VINÄGER KÖK;;
M-2000-937;VISBY VINÄGER KÖK;;
M-2000-3618;VISBY VIPAN 21 (SHELL ÖSTER);;
M-2008-1977;VISBY VISBORG;;
M-2009-1214;VISBY VISBORG;;
M-2009-1567;VISBY VISBORG;;
M-2010-453;VISBY VISBORG;;
M-2010-874;VISBY VISBORG;;
M-1996-2178;VISBY VISBORG 1:10 DJUPLUNDA 1:1;;
M-1997-1802;VISBY VISBORG 1:9, 1:10;;
M-1997-99;VISBY VISBORGS SLÄTT O HÄLLARNA;;
M-1996-798;VISBY VISBORGSGATAN;;
M-1998-866;VISBY VISBY FLYGPLATS;;
M-1999-1919;VISBY VISBY RESTAURANG;;
M-2000-3040;VISBY VISBYFESTIVALEN;;
M-1998-1729;VISBY VITKÅLEN;;
M-1998-2900;VISBY VITKÅLEN;;
MHN-2017-3470;VISBY VSO INFO LANTBRUKARE;;
M-2000-2580;VISBY VÅRDKLOCKAN 2 OCH 7;;
M-2000-2233;VISBY VÄDUREN 2 OCH 4;;
M-1999-712;VISBY VÄRMEKRAFTEN 1 OCH 2;;
M-1998-3284;VISBY VÄSTERHEJDE 1:197, 1:119;;
M-2000-1506;VISBY VÄSTERHEJDE KNEIPPBYN;;
M-1997-1643;VISBY VÄXTHUSET 6 & 4;;
M-1997-457;VISBY ZELT-ZOO;;
M-1990-1351;VISBY ZOO CENTER VISBY;;
M-1997-2709;VISBY ÅHLÉNS CAFÉ;;
M-1997-3042;VISBY ÅHLÉNS REST;;
M-1996-451;VISBY ÄRTAN;;
M-1997-871;VISBY ÖSTER;;
M-1996-3047;VISBY ÖSTERBY;;
M-1998-290;VISBY ÖSTERBY;;
M-1998-2483;VISBY ÖSTERBY;;
M-2000-3034;VISBY ÖSTERBY;;
M-2000-352;VISBY ÖSTERBY;;
M-1999-1611;VISBY ÖSTERCENTRUM;;
M-1997-2697;VISBY ÖSTERPORT;;
M-2000-2694;VISBY ÖSTERVÄG;;
M-2000-2956;VISBY, HAMNEN, RESTAURANG MAGASIN 3;;
M-1999-1428;VISBY/VÄSKINDE;;
M-1999-1593;VISBYFESTIVALEN;;
M-1995-2400;VISBY-RULLANDE KORVVAGN;;
MHN-2015-3415;VISBYS:T LARS 5;;
MHN-2018-911;VISBYS:T LARS 5;;
M-1997-1299;VISBYTIPPEN;;
M-1996-628;VISBY-VIBBLE;;
M-1993-1855;VISION GOTLAND 2010 FÅRÖ;;
M-1990-1572;VITVIKENS KIOSK & CAFÉ DALHEM;;
M-1990-893;VIVLINGS 1.14 HELLVI;;
M-1990-906;VIVLINGS 1.14 HELLVI;;
M-1993-985;VIVLINGS 1:25 1:35 HELLVI;;
M-1990-1350;VIVLINGS HELLVI;;
M-1990-1695;VIVLINGS HELLVI;;
M-1999-1527;VIVO SIGNALENS PARKERING;;
M-1993-1974;VIVUNGS;;
M-1995-2578;VIVUNGS RÖK OCH MALT VÄNGE;;
M-1995-2531;VIVUNGS RÖKERI VÄNGE;;
M-1992-1929;VIVUNGS VÄNGE;;
M-1993-645;VIVUNGS VÄNGE;;
M-1994-1481;VIVUNGS VÄNGE;;
M-1995-1529;VIVUNGS VÄNGE;;
M-1990-1482;VÅRDKLOCKAN 3 VISBY (ADELSGAT;;
M-1993-1033;VÄGOME S:T 2:19 LÄRBRO;;
M-1995-1002;VÄLLER L:A 1:10 ROMA;;
M-1991-584;VÄLLER L:A 1:13 ROMA;;
M-1999-2288;VÄNDBURG HAMNEN;;
M-1994-2446;VÄNGE;;
M-1994-2488;VÄNGE;;
M-1995-464;VÄNGE;;
M-1995-1039;VÄNGE;;
M-1996-713;VÄNGE;;
M-1996-772;VÄNGE;;
M-1998-98;VÄNGE;;
M-1998-2255;VÄNGE;;
M-1998-2998;VÄNGE;;
M-2000-3185;VÄNGE;;
M-2000-3661;VÄNGE;;
M-2000-502;VÄNGE;;
M-2000-59;VÄNGE;;
M-1998-787;VÄNGE BJÄRGES;;
M-2008-1765;VÄNGE BRINGES 1:32 OCH 1:33;;
M-2007-2633;VÄNGE GANDARVE 1.85;;
M-1996-2725;VÄNGE HÄGVALDS;;
M-1997-1890;VÄNGE HÄGVALDS 1:23 & 1:28;;
M-1999-2734;VÄNGE HÄGVALDS 1:47 & 1:48;;
M-1991-359;VÄNGE KYRKBY VÄNGE;;
M-1998-785;VÄNGE KYRKJUVES 1:35,1:27,1:39/HÄGVALDS;;
M-1997-2911;VÄNGE KYRKJUVES 1:6 1:13;;
M-1997-1939;VÄNGE KYRKLJUVES 1:6, 13;;
M-1990-1232;VÄNGE LIVS VÄNGE;;
M-1996-575;VÄNGE NICKARVE;;
M-1996-844;VÄNGE NICKARVE;;
M-1997-11;VÄNGE PRÄSTBÅTELS 1:51 1:19;;
M-1997-475;VÄNGE ROVALDS 1:4 1:6;;
M-1997-2336;VÄNGE ROVALDS 1:4, 1:6;;
M-1991-550;VÄNGE RÖKERI VÄNGE;;
M-1991-767;VÄNGE SKOLA M FL VÄNGE;;
M-1994-2132;VÄNGE SKOLA MFL VÄNGE;;
M-1989-845;VÄRDSHUSET GULDKAGGEN BURGSVI;;
M-1990-1646;VÄRDSHUSET GULDKAGGEN BURGSVI;;
M-1992-1279;VÄRMEKRAFTEN 1 STG 1663 VISBY;;
M-1994-1889;VÄRMEKRAFTEN 1 VISBY/BN 940728;;
M-1989-2587;VÄRMEPUMPAR;;
M-1991-196;VÄSKINDE;;
M-1993-2020;VÄSKINDE;;
M-1994-2307;VÄSKINDE;;
M-1994-2373;VÄSKINDE;;
M-1994-2430;VÄSKINDE;;
M-1995-1588;VÄSKINDE;;
M-1995-1796;VÄSKINDE;;
M-1995-2786;VÄSKINDE;;
M-1996-619;VÄSKINDE;;
M-1997-1728;VÄSKINDE;;
M-1997-1848;VÄSKINDE;;
M-1997-1894;VÄSKINDE;;
M-1997-1938;VÄSKINDE;;
M-1997-2366;VÄSKINDE;;
M-1998-1200;VÄSKINDE;;
M-1998-1590;VÄSKINDE;;
M-1998-1714;VÄSKINDE;;
M-1998-2184;VÄSKINDE;;
M-1998-2885;VÄSKINDE;;
M-1999-2035;VÄSKINDE;;
M-2000-1023;VÄSKINDE;;
M-2000-2216;VÄSKINDE;;
M-2000-3487;VÄSKINDE;;
M-2000-3770;VÄSKINDE;;
M-2000-6;VÄSKINDE;;
M-1997-1027;VÄSKINDE AVLOPPSPUMPSTATION;;
M-1995-715;VÄSKINDE AVLOPPSR VERK;;
M-1996-1250;VÄSKINDE AVLOPPSR VERK;;
M-1998-1458;VÄSKINDE AVLOPPSRENINGSANLÄGGNING;;
M-1999-1317;VÄSKINDE AVLOPPSRENINGSANLÄGGNING;;
M-1989-2179;VÄSKINDE AVLOPPSRENINGSVERK;;
M-1990-2024;VÄSKINDE AVLOPPSRENINGSVERK;;
M-1994-670;VÄSKINDE AVLOPPSRENINGSVERK;;
M-1998-972;VÄSKINDE AVLOPPSRENINGSVERK;;
M-1999-632;VÄSKINDE AVLOPPSRENINGSVERK;;
M-1998-1316;VÄSKINDE BLÄSNUNGS 1:35 GÄLLUNGS 1:41;;
M-1996-2594;VÄSKINDE BLÄSNUNGS S:A 1:155;;
M-1996-2188;VÄSKINDE BLÄSNUNGS S:A 1:47;;
M-1998-1472;VÄSKINDE BLÄSNUNGS STORA 1.87;;
M-1997-1552;VÄSKINDE BRISSUND;;
M-2009-856;VÄSKINDE BUTTER 1:46 OCH 1:45;;
M-2000-1379;VÄSKINDE BUTTER 6:7 & 6:6;;
M-1997-1080;VÄSKINDE GÄLLUNGS 1:36 1:35 1:29;;
